ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_category,sales_category,sales_per_order
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3,0.0,4.6221,Profit,Low,14.91
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428,Loss,Low,6.642
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0.0,8.7138,Profit,Low,18.54
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987,Profit,High,679.96
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.576,1,0.2,9.4788,Profit,Low,189.576
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5,0.2,7.196,Profit,Low,71.96
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5,0.2,47.243,Profit,High,539.92
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4,0.2,54.4008,Profit,High,725.344
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0.0,2.604,Profit,Low,7.44
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0.0,11.0544,Profit,Low,39.48
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,850.5,5,0.1,245.7,Profit,High,850.5
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,75.33,9,0.0,19.5858,Profit,Low,75.33
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.632,6,0.2,28.4928,Profit,Low,325.632
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.344,2,0.2,-1.459,Loss,Low,23.344
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5,0.2,5.369,Profit,Low,16.52
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5,0.2,113.3055,Profit,Low,335.72
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,251.944,7,0.2,88.1804,Profit,Low,251.944
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,127.302,7,0.3,-9.093,Loss,Low,127.302
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8,0.0,314.0384,Profit,High,1207.84
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1,0.0,5.8891,Profit,Low,12.53
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1,0.0,10.0282,Profit,Low,34.58
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,300.98,1,0.0,87.2842,Profit,Low,300.98
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,258.75,3,0.0,77.625,Profit,Low,258.75
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3,0.0,15.4752,Profit,Low,59.52
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7,0.0,27.2412,Profit,Low,57.96
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,441.96,2,0.0,101.6508,Profit,Low,441.96
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,68.04,6,0.0,33.3396,Profit,Low,68.04
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6,0.7,-938.28,Loss,High,703.71
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,17.904,4,0.7,-14.92,Loss,Low,17.904
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.976,4,0.7,-9.1816,Loss,Low,11.976
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,67.96,5,0.2,0.8495,Profit,Low,67.96
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,89.2224,Profit,High,892.224
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,1299.99,2,0.5,-571.9956,Loss,High,1299.99
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.544,2,0.2,1.6472,Profit,Low,4.544
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,1352.032,4,0.2,84.502,Profit,High,1352.032
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,1548.99,9,0.4,-464.697,Loss,High,1548.99
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,19.872,3,0.2,6.7068,Profit,Low,19.872
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,119.448,3,0.2,-13.4379,Loss,Low,119.448
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,118.16,2,0.2,-25.109,Loss,Low,118.16
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4,0.0,5.4768,Profit,Low,19.56
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,80.96,4,0.0,29.1456,Profit,Low,80.96
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4,0.0,12.4416,Profit,Low,25.92
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,106.96,2,0.0,31.0184,Profit,Low,106.96
Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4,0.0,76.9816,Profit,Low,187.76
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.7,-53.7432,Loss,Low,76.776
Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.9,5,0.0,25.872,Profit,Low,53.9
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.728,3,0.6,-53.7096,Loss,Low,76.728
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7,0.8,-18.2525,Loss,Low,10.43
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,99.2,5,0.0,25.792,Profit,Low,99.2
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,2.786,Profit,Low,15.92
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4,0.0,10.3936,Profit,Low,129.92
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0.0,13.984,Profit,Low,30.4
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9,0.0,2591.9568,Profit,High,5399.91
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,119.1,3,0.0,34.539,Profit,Low,119.1
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6,0.0,19.2384,Profit,Low,40.08
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,59.94,3,0.0,28.1718,Profit,Low,59.94
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,259.98,2,0.0,88.3932,Profit,Low,259.98
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,170.98,1,0.0,32.4862,Profit,Low,170.98
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3,0.0,4.6764,Profit,Low,38.97
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,154.9,5,0.0,69.705,Profit,Low,154.9
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,446.068,4,0.3,0.0,Profit,Low,446.068
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0.0,41.2938,Profit,Low,152.94
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.472,3,0.2,4.9878,Profit,Low,23.472
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,195.64,4,0.0,91.9508,Profit,Low,195.64
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3,0.0,7.0218,Profit,Low,14.94
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,1687.8,4,0.0,742.632,Profit,High,1687.8
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,341.96,2,0.0,78.6508,Profit,Low,341.96
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0.0,151.47,Profit,High,605.88
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.732,1,0.1,41.496,Profit,Low,186.732
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,3812.97,3,0.0,1906.485,Profit,High,3812.97
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,26.424,9,0.2,9.5787,Profit,Low,26.424
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,625.99,1,0.0,187.797,Profit,High,625.99
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0.0,329.4081,Profit,High,1568.61
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1,0.0,8.304,Profit,Low,17.3
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,160.0,8,0.0,62.4,Profit,Low,160.0
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3,0.0,50.3832,Profit,Low,179.94
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,872.94,3,0.0,157.1292,Profit,High,872.94
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2,0.0,6.2208,Profit,Low,12.96
Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,88.8,6,0.0,44.4,Profit,Low,88.8
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,319.968,4,0.2,35.9964,Profit,Low,319.968
Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,167.888,7,0.2,14.6902,Profit,Low,167.888
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,163.96,5,0.2,59.4355,Profit,Low,163.96
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096,Loss,Low,5.232
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,1199.98,2,0.0,467.9922,Profit,High,1199.98
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,73.85,1,0.0,2.2155,Profit,Low,73.85
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,25.71,3,0.0,6.6846,Profit,Low,25.71
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,17.28,6,0.0,8.1216,Profit,Low,17.28
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,526.582,2,0.3,-52.6582,Loss,High,526.582
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,11.56,2,0.0,5.6644,Profit,Low,11.56
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,209.97,3,0.0,58.7916,Profit,Low,209.97
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,447.84,4,0.0,98.5248,Profit,Low,447.84
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,479.97,3,0.0,163.1898,Profit,Low,479.97
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.64,3,0.0,2.5056,Profit,Low,8.64
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.68,2,0.0,4.2048,Profit,Low,11.68
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,40.776,3,0.2,0.5097,Profit,Low,40.776
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,13.698,3,0.7,-9.5886,Loss,Low,13.698
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,87.8,5,0.2,32.925,Profit,Low,87.8
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,77.952,3,0.2,15.5904,Profit,Low,77.952
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,147.184,2,0.2,-29.4368,Loss,Low,147.184
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3,0.2,16.1838,Profit,Low,47.952
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,250.26,6,0.0,72.5754,Profit,Low,250.26
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,40.776,3,0.2,0.5097,Profit,Low,40.776
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,29.6,5,0.2,9.25,Profit,Low,29.6
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,1.938,2,0.7,-1.3566,Loss,Low,1.938
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,159.96,4,0.0,51.1872,Profit,Low,159.96
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,59.52,3,0.0,15.4752,Profit,Low,59.52
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,17.48,2,0.0,8.2156,Profit,Low,17.48
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.168,2,0.2,4.6088,Profit,Low,13.168
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,40.74,3,0.0,12.222,Profit,Low,40.74
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,179.886,1,0.3,-2.5698,Loss,Low,179.886
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,286.256,1,0.2,17.891,Profit,Low,286.256
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,24.224,2,0.2,-4.8448,Loss,Low,24.224
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,331.536,3,0.2,-82.884,Loss,Low,331.536
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,17.52,3,0.0,6.3072,Profit,Low,17.52
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,17.856,4,0.2,4.2408,Profit,Low,17.856
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,431.976,3,0.2,-75.5958,Loss,Low,431.976
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,291.136,4,0.2,-25.4744,Loss,Low,291.136
First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89,Profit,Low,114.848
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,Profit,Low,10.688
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232,4,0.2,5.5216,Profit,Low,15.232
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,12.42,3,0.0,5.2164,Profit,Low,12.42
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,70.368,4,0.2,26.388,Profit,Low,70.368
First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,12.672,9,0.2,1.4256,Profit,Low,12.672
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.95,5,0.0,43.176,Profit,Low,89.95
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,6.58,2,0.0,3.0268,Profit,Low,6.58
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,94.99,1,0.0,28.497,Profit,Low,94.99
Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,35.12,2,0.2,13.17,Profit,Low,35.12
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,Profit,Low,25.92
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2,0.0,3.7412,Profit,Low,7.96
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,566.97,3,0.0,153.0819,Profit,High,566.97
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.84,3,0.0,2.8536,Profit,Low,9.84
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,25.488,2,0.2,4.779,Profit,Low,25.488
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,Profit,Low,7.56
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,60.84,3,0.0,19.4688,Profit,Low,60.84
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,450.04,2,0.0,58.5052,Profit,Low,450.04
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,34.6,2,0.0,16.608,Profit,Low,34.6
